"title","release_year","budget","revenue","rating","num_voted_users","profit_ratio"
"Looper",2012,30000000,66468315,7.4,428916,2.2156105
"Good Boy!",2003,17000000,37566230,5.1,3407,2.20977823529412
"Kill Bill: Vol. 2",2004,30000000,66207920,8,512749,2.20693066666667
"Daddy Day Camp",2007,6000000,13235267,2.9,12339,2.20587783333333
"The Crow",1994,23000000,50693162,7.6,136580,2.20405052173913
"The SpongeBob Movie: Sponge Out of Water",2015,74000000,162495848,6,34359,2.19588983783784
"East Is East",1999,1900000,4170647,6.9,14548,2.19507736842105
"Child's Play 2",1990,13000000,28501605,5.7,31371,2.19243115384615
"Enough Said",2013,8000000,17536788,7.1,49240,2.1920985
"Back to the Future Part III",1990,40000000,87666629,7.4,283480,2.191665725
"Prom Night",2008,20000000,43818159,3.9,27664,2.19090795
"Superstar",1999,14000000,30628981,5,15047,2.18778435714286
"The Crocodile Hunter: Collision Course",2002,13000000,28399192,5.4,5663,2.18455323076923
"Ice Age: Dawn of the Dinosaurs",2009,90000000,196573705,7,166791,2.18415227777778
"The Last House on the Left",2009,15000000,32721635,6.6,67822,2.18144233333333
"The Last House on the Left",2009,15000000,32721635,6.6,67824,2.18144233333333
"Pirates of the Caribbean: The Curse of the Black Pearl",2003,140000000,305388685,8.1,809474,2.18134775
"Corky Romano",2001,11000000,23978402,4.6,10966,2.17985472727273
"The Ruins",2008,8000000,17427926,5.9,60062,2.17849075
"The Boss",2016,29000000,63034755,5.3,16984,2.17361224137931
"Runaway Bride",1999,70000000,152149590,5.5,74274,2.17356557142857
"About Schmidt",2002,30000000,65010106,7.2,107557,2.16700353333333
"Final Destination 3",2006,25000000,54098051,5.8,102861,2.16392204
"Star Trek: Generations",1994,35000000,75668868,6.6,60504,2.16196765714286
"Before Sunrise",1995,2500000,5400000,8.1,183288,2.16
"Half Baked",1998,8000000,17278980,6.7,48225,2.1598725
"Mud",2012,10000000,21589307,7.4,135286,2.1589307
"Ocean's Eleven",2001,85000000,183405771,7.8,402645,2.15771495294118
"Garfield",2004,35000000,75367693,5,58961,2.15336265714286
"The Intern",2015,35000000,75274748,7.2,130661,2.15070708571429
"House on Haunted Hill",1999,19000000,40846082,5.6,45317,2.14979378947368
"American Psycho",2000,7000000,15047419,7.6,357275,2.14963128571429
"Frida",2002,12000000,25776062,7.4,61651,2.14800516666667
"Before Sunset",2004,2700000,5792822,8,168398,2.14548962962963
"Malibu's Most Wanted",2003,16000000,34308901,5.1,15939,2.1443063125
"Shark Tale",2004,75000000,160762022,6,132415,2.14349362666667
"Down to Earth",2001,30000000,64172251,5.4,19079,2.13907503333333
"Skyline",2010,10000000,21371425,4.4,76199,2.1371425
"Max",2015,20000000,42652003,6.8,18915,2.13260015
"Mystic Pizza",1988,6000000,12793213,6.2,18286,2.13220216666667
"Flirting with Disaster",1996,7000000,14891000,6.8,15088,2.12728571428571
"Transformers",2007,150000000,318759914,7.1,513158,2.12506609333333
"Valentine's Day",2010,52000000,110476776,5.7,95437,2.12455338461538
"Annie Get Your Gun",1950,3768785,8000000,7,3167,2.12270002135967
"Hotel Transylvania 2",2015,80000000,169692572,6.7,56501,2.12115715
"Hope Springs",2012,30000000,63536011,6.3,34258,2.11786703333333
"Cinderella",2015,95000000,201148159,7,103737,2.11734904210526
"Cinderella",2015,95000000,201148159,7,103749,2.11734904210526
"Boiler Room",2000,8000000,16938179,7,41313,2.117272375
"How to Lose a Guy in 10 Days",2003,50000000,105807520,6.4,156717,2.1161504
"The Martian",2015,108000000,228430993,8.1,472488,2.11510178703704
"How the Grinch Stole Christmas",2000,123000000,260031035,6,141414,2.11407345528455
"Top Five",2014,12000000,25277561,6.5,21672,2.10646341666667
"The Wedding Date",2005,15000000,31585300,6.1,38248,2.10568666666667
"Katy Perry: Part of Me",2012,12000000,25240988,5.9,12383,2.10341566666667
"A Madea Christmas",2013,25000000,52528330,4.7,4265,2.1011332
"United 93",2006,15000000,31471430,7.6,83374,2.09809533333333
"The Other Woman",2014,40000000,83906114,6,104481,2.09765285
"X-Men",2000,75000000,157299717,7.4,452928,2.09732956
"Smokin' Aces",2006,17000000,35635046,6.7,121058,2.09617917647059
"Forgetting Sarah Marshall",2008,30000000,62877175,7.2,217507,2.09590583333333
"Thir13en Ghosts",2001,20000000,41867960,5.5,65512,2.093398
"The Truman Show",1998,60000000,125603360,8.1,667983,2.09338933333333
"Along Came Polly",2004,42000000,87856565,5.9,106909,2.09182297619048
"Darkness",2002,10600000,22160085,5.4,16747,2.09057405660377
"Beyond the Lights",2014,7000000,14612840,6.9,11191,2.08754857142857
"New in Town",2009,8000000,16699684,5.6,17461,2.0874605
"Hotel for Dogs",2009,35000000,73023275,5.4,16271,2.08637928571429
"Moms' Night Out",2014,5000000,10429707,5.4,10483,2.0859414
"Gosford Park",2001,19800000,41300105,7.3,65201,2.08586388888889
"The Upside of Anger",2005,9000000,18761993,6.9,19007,2.08466588888889
"Boynton Beach Club",2005,1500000,3123749,6.5,746,2.08249933333333
"The Big Hit",1998,13000000,27052167,6.1,24834,2.08093592307692
"The Bucket List",2007,45000000,93452056,7.4,184795,2.07671235555556
"Toy Story 3",2010,200000000,414984497,8.3,544884,2.074922485
"The Odd Life of Timothy Green",2012,25000000,51853450,6.6,37398,2.074138
"The Jungle Book",2016,175000000,362645141,7.8,106072,2.07225794857143
"The Jungle Book",2016,175000000,362645141,7.8,106221,2.07225794857143
"Jeepers Creepers II",2003,17000000,35143332,5.6,45102,2.06725482352941
"Finding Neverland",2004,25000000,51676606,7.8,174591,2.06706424
"The Bourne Ultimatum",2007,110000000,227137090,8.1,491077,2.06488263636364
"Bram Stoker's Dracula",1992,40000000,82522790,7.5,143835,2.06306975
"The Grey",2011,25000000,51533608,6.8,203111,2.06134432
"The Mummy Returns",2001,98000000,202007640,6.3,248045,2.06130244897959
"Friends with Money",2006,6500000,13367101,5.9,19715,2.05647707692308
"The Client",1994,45000000,92115211,6.7,45798,2.04700468888889
"Iron Man 3",2013,200000000,408992272,7.2,557489,2.04496136
"Star Trek: First Contact",1996,45000000,92001027,7.6,97838,2.04446726666667
"Harriet the Spy",1996,13000000,26539321,5.9,7984,2.04148623076923
"Eight Below",2006,40000000,81593527,7.3,48806,2.039838175
"Valentine",2001,10000000,20384136,4.7,20467,2.0384136
"Inside Out",2015,175000000,356454367,8.3,345198,2.03688209714286
"Unknown",2011,30000000,61094903,6.9,210542,2.03649676666667
"Unknown",2011,30000000,61094903,6.9,210548,2.03649676666667
"Batman Returns",1992,80000000,162831698,7,215255,2.035396225
"Reno 911!: Miami",2007,10000000,20339754,5.9,23928,2.0339754
"A Prairie Home Companion",2006,10000000,20338609,6.8,19655,2.0338609
"Cars",2006,120000000,244052771,7.2,263853,2.03377309166667
"The Talented Mr. Ripley",1999,40000000,81292135,7.3,137891,2.032303375
"Air Force One",1997,85000000,172620724,6.4,146134,2.03083204705882
"Talladega Nights: The Ballad of Ricky Bobby",2006,73000000,148213377,6.6,130776,2.03032023287671
"The Bridges of Madison County",1995,35000000,70960517,7.5,54631,2.02744334285714
"Harold & Kumar Go to White Castle",2004,9000000,18225165,7.1,155262,2.02501833333333
"Grown Ups",2010,80000000,162001186,6,181443,2.025014825
"The Bourne Identity",2002,60000000,121468960,7.9,407601,2.02448266666667
"Begin Again",2013,8000000,16168741,7.4,99430,2.021092625
"The Pacifier",2005,56000000,113006880,5.5,66308,2.01798
"Halloween: Resurrection",2002,15000000,30259652,4.1,26905,2.01731013333333
"xXx",2002,70000000,141204016,5.8,142569,2.01720022857143
"Doctor Dolittle",1998,71500000,144156464,5.3,74343,2.01617432167832
"Scary Movie 4",2006,45000000,90703745,5.1,93748,2.01563877777778
"The Great Debaters",2007,15000000,30226144,7.6,47626,2.01507626666667
"The Prophecy",1995,8000000,16115878,6.6,24438,2.01448475
"Transformers: Revenge of the Fallen",2009,200000000,402076689,6,323207,2.010383445
"Baby Mama",2008,30000000,60269340,6,34079,2.008978
"When the Game Stands Tall",2014,15000000,30127963,6.7,12596,2.00853086666667
"Terminator 2: Judgment Day",1991,102000000,204843350,8.5,744891,2.0082681372549
"The Blues Brothers",1980,27000000,54200000,7.9,142448,2.00740740740741
"Double Impact",1991,15000000,30102717,5.5,28736,2.0068478
"Casper",1995,50000000,100328194,6,85903,2.00656388
"Shrek the Third",2007,160000000,320706665,6.1,211971,2.00441665625
"Superman II",1980,54000000,108200000,6.8,76331,2.0037037037037
"Hope Floats",1998,30000000,60033780,5.9,18973,2.001126
"In Too Deep",1999,7000000,14003141,6.1,4598,2.00044871428571
"The Remains of the Day",1993,11500000,22954968,7.9,45703,1.99608417391304
"Legally Blonde 2: Red, White & Blonde",2003,45000000,89808372,4.6,46417,1.9957416
"The Best Little Whorehouse in Texas",1982,35000000,69700000,5.8,7748,1.99142857142857
"Epic Movie",2007,20000000,39737645,2.3,89687,1.98688225
"Star Trek V: The Final Frontier",1989,27800000,55210049,5.4,43743,1.98597298561151
"Panic Room",2002,48000000,95308367,6.8,206104,1.98559097916667
"Happy Feet",2006,100000000,197992827,6.5,132501,1.97992827
"21 & Over",2013,13000000,25675765,5.9,60407,1.97505884615385
"John Q",2002,36000000,71026631,7,98899,1.97296197222222
"Twin Falls Idaho",1999,500000,985341,7.3,3479,1.970682
"The Muppets",2011,45000000,88625922,7.1,75176,1.96946493333333
"Clear and Present Danger",1994,62000000,122012710,6.9,69663,1.96794693548387
"Inside Man",2006,45000000,88504640,7.6,273108,1.96676977777778
"Tales from the Hood",1995,6000000,11797927,6.1,4582,1.96632116666667
"Poetic Justice",1993,14000000,27515786,5.9,8904,1.96541328571429
"The Mexican",2001,34000000,66808615,6.1,87351,1.96495926470588
"Click",2006,70000000,137340146,6.4,246492,1.96200208571429
"Michael Clayton",2007,25000000,49024969,7.3,133367,1.96099876
"Guardians of the Galaxy",2014,170000000,333130696,8.1,682155,1.95959232941176
"The Grudge 2",2006,20000000,39143839,5,38658,1.95719195
"Bride Wars",2009,30000000,58715510,5.4,79094,1.95718366666667
"The Night Listener",2006,4000000,7825820,5.9,13086,1.956455
"The Crazies",2010,20000000,39103378,6.5,93272,1.9551689
"X-Men 2",2003,110000000,214948780,7.5,405973,1.95407981818182
"A Bridge Too Far",1977,26000000,50800000,7.4,40277,1.95384615384615
"Dolphin Tale",2011,37000000,72279690,6.9,17948,1.95350513513514
"Confessions of a Teenage Drama Queen",2004,15000000,29302097,4.6,23408,1.95347313333333
"Two Girls and a Guy",1997,1000000,1950218,5.6,5933,1.950218
"America's Sweethearts",2001,48000000,93607673,5.7,47573,1.95015985416667
"Real Women Have Curves",2002,3000000,5844929,7,6000,1.94830966666667
"Jurassic Park III",2001,93000000,181166115,5.9,219501,1.94802274193548
"Captain Phillips",2013,55000000,107100855,7.9,323353,1.94728827272727
"Harry Potter and the Order of the Phoenix",2007,150000000,292000866,7.5,355137,1.94667244
"Me and You and Everyone We Know",2005,2000000,3885134,7.4,31130,1.942567
"Guess Who",2005,35000000,67962333,5.9,33887,1.94178094285714
"The Object of My Affection",1998,15000000,29106737,6,15582,1.94044913333333
"Over the Hedge",2006,80000000,155019340,6.8,127345,1.93774175
"Blades of Glory",2007,61000000,118153533,6.3,129995,1.93694316393443
"Harry Potter and the Goblet of Fire",2005,150000000,289994397,7.6,385670,1.93329598
"The Perfect Match",2016,5000000,9658370,4.5,1180,1.931674
"The House Bunny",2008,25000000,48237389,5.5,63969,1.92949556
"This Is 40",2012,35000000,67523385,6.2,104005,1.92923957142857
"The Princess Bride",1987,16000000,30857814,8.1,294163,1.928613375
"The Longest Yard",2005,82000000,158115031,6.4,130070,1.92823208536585
"Digimon: The Movie",2000,5000000,9628751,5.9,5164,1.9257502
"Once Upon a Time in Mexico",2003,29000000,55845943,6.4,130094,1.92572217241379
"Pain & Gain",2013,26000000,49874933,6.5,161168,1.91826665384615
"Harry Potter and the Prisoner of Azkaban",2004,130000000,249358727,7.8,382255,1.91814405384615
"Hardball",2001,21000000,40219708,6.3,22649,1.91522419047619
"George of the Jungle",1997,55000000,105263257,5.4,56168,1.9138774
"The Last Emperor",1987,23000000,43984230,7.8,70274,1.91235782608696
"28 Weeks Later",2007,15000000,28637507,7,212167,1.90916713333333
"Rounders",1998,12000000,22905674,7.4,121676,1.90880616666667
"Short Cut to Nirvana: Kumbh Mela",2004,200000,381225,7.2,131,1.906125
"The Words",2012,6000000,11434867,7.1,59637,1.90581116666667
"The Village",2004,60000000,114195633,6.5,193770,1.90326055
"Bill & Ted's Bogus Journey",1991,20000000,38037513,6.2,49680,1.90187565
"Rise of the Planet of the Apes",2011,93000000,176740650,7.6,403836,1.90043709677419
"Rushmore",1998,9000000,17096053,7.7,134458,1.89956144444444
"Vacation",2015,31000000,58879132,6.1,66123,1.89932683870968
"American Wedding",2003,55000000,104354205,6.3,162331,1.89734918181818
"Nutty Professor II: The Klumps",2000,65000000,123307945,4.3,39391,1.89704530769231
"Warm Bodies",2013,35000000,66359959,6.9,184641,1.89599882857143
"Scrooged",1988,32000000,60328558,7,61396,1.8852674375
"Nanny McPhee",2005,25000000,47124400,6.6,49676,1.884976
"How Stella Got Her Groove Back",1998,20000000,37672350,5.5,5427,1.8836175
"Ray",2004,40000000,75305995,7.7,110394,1.882649875
"Pirates of the Caribbean: Dead Man's Chest",2006,225000000,423032628,7.3,522040,1.88014501333333
"Conan the Barbarian",1982,20000000,37567440,6.9,113065,1.878372
"Conan the Barbarian",1982,20000000,37567440,6.9,113068,1.878372
"The Matrix Reloaded",2003,150000000,281492479,7.2,421818,1.87661652666667
"Goodfellas",1990,25000000,46836394,8.7,728685,1.87345576
"Deep Impact",1998,75000000,140459099,6.1,135601,1.87278798666667
"Man of the Year",2006,20000000,37442180,6.2,28005,1.872109
"The Curse of the Were-Rabbit",2005,30000000,56068547,7.5,98160,1.86895156666667
"White Chicks",2004,37000000,69148997,5.4,98794,1.86889181081081
"Grosse Pointe Blank",1997,15000000,28014536,7.4,73347,1.86763573333333
"Spider-Man 2",2004,200000000,373377893,7.3,411164,1.866889465
"Project Almanac",2015,12000000,22331028,6.4,57349,1.860919
"Election",1999,8000000,14879556,7.3,73640,1.8599445
"Taken 3",2014,48000000,89253340,6,133436,1.85944458333333
"The Cell",2000,33000000,61280963,6.3,79877,1.85699887878788
"Cleopatra",1963,31115000,57750000,7,21554,1.85601799775028
"Blue Jasmine",2013,18000000,33404871,7.3,150082,1.85582616666667
"Sin City",2005,40000000,74098862,8.1,656640,1.85247155
"Patriot Games",1992,45000000,83287363,6.9,81442,1.85083028888889
"Fat Albert",2004,26000000,48114556,4.3,9380,1.85055984615385
"The Equalizer",2014,55000000,101530738,7.2,229574,1.84601341818182
"L.A. Confidential",1997,35000000,64604977,8.3,414219,1.84585648571429
"Moonraker",1979,34000000,62700000,6.3,69534,1.84411764705882
"A Very Harold & Kumar 3D Christmas",2011,19000000,35033759,6.3,55008,1.84388205263158
"Risen",2016,20000000,36874745,6.3,12276,1.84373725
"Furious 7",2015,190000000,350034110,7.2,278232,1.84228478947368
"Bernie",2011,5000000,9203192,6.8,45396,1.8406384
"Batman Forever",1995,100000000,184031112,5.4,190786,1.84031112
"GoldenEye",1995,58000000,106635996,7.2,199025,1.83855165517241
"Total Recall",1990,65000000,119412921,7.5,240241,1.83712186153846
"Total Recall",1990,65000000,119412921,7.5,240241,1.83712186153846
"Avengers: Age of Ultron",2015,250000000,458991599,7.5,462669,1.835966396
"But I'm a Cheerleader",1999,1200000,2199853,6.6,19986,1.83321083333333
"Vampires Suck",2010,20000000,36658108,3.5,39095,1.8329054
"I Am Sam",2001,22000000,40270895,7.6,121937,1.83049522727273
"Love & Basketball",2000,15000000,27441122,7.2,14322,1.82940813333333
"Non-Stop",2014,50000000,91439400,7,200647,1.828788
"Inception",2010,160000000,292568851,8.8,1468200,1.82855531875
"Sugar Hill",1993,10000000,18272447,5.9,3119,1.8272447
"Sky High",2005,35000000,63939454,6.2,61321,1.82684154285714
"Jonah: A VeggieTales Movie",2002,14000000,25571351,6.6,3135,1.82652507142857
"Gods and Monsters",1998,3500000,6390032,7.5,24977,1.82572342857143
"Scooby-Doo",2002,84000000,153288182,4.9,71424,1.82485930952381
"In & Out",1997,35000000,63826569,6.3,32416,1.82361625714286
"Lilo & Stitch",2002,80000000,145771527,7.2,117212,1.8221440875
"Gladiator",2000,103000000,187670866,8.5,982637,1.82204724271845
"Stepmom",1998,50000000,91030827,6.7,46482,1.82061654
"All About the Benjamins",2002,14000000,25482931,5.7,9693,1.82020935714286
"Couples Retreat",2009,60000000,109176215,5.5,83506,1.81960358333333
"Agent Cody Banks",2003,26000000,47285499,5,26755,1.81867303846154
"Sholem Aleichem: Laughing in the Darkness",2011,500000,906666,6.8,154,1.813332
"The Last of the Mohicans",1992,40000000,72455275,7.8,113068,1.811381875
"Bridge of Spies",2015,40000000,72306065,7.6,178118,1.807651625
"Transformers: Dark of the Moon",2011,195000000,352358779,6.3,326180,1.8069680974359
"Vantage Point",2008,40000000,72266306,6.6,127528,1.80665765
"Beginners",2010,3200000,5776314,7.2,73349,1.805098125
"Black Christmas",2006,9000000,16235293,4.5,19918,1.80392144444444
"The Giver",2014,25000000,45089048,6.5,86251,1.80356192
"Planet of the Apes",2001,100000000,180011740,5.7,177725,1.8001174
"Planet of the Apes",2001,100000000,180011740,5.7,177729,1.8001174
"What a Girl Wants",2003,20000000,35990505,5.8,48095,1.79952525
"House of 1000 Corpses",2003,7000000,12583510,6,60709,1.79764428571429
"Baby Boy",2001,16000000,28734552,6.4,9566,1.7959095
"We Are Your Friends",2015,2000000,3590010,6.1,20885,1.795005
"Date Night",2010,55000000,98711404,6.3,127571,1.7947528
"Wanted",2008,75000000,134568845,6.7,299852,1.79425126666667
"The Dark Knight Rises",2012,250000000,448130642,8.5,1144337,1.792522568
"P.S. I Love You",2007,30000000,53680848,7.1,167967,1.7893616
"Scarface",1983,25000000,44700000,8.3,537442,1.788
"Final Destination 2",2003,26000000,46455802,6.2,120786,1.78676161538462
"The Rock",1996,75000000,134006721,7.4,259492,1.78675628
"Thinner",1996,8500000,15171475,5.7,19805,1.78487941176471
"Lakeview Terrace",2008,22000000,39263506,6.1,40469,1.78470481818182
"Serendipity",2001,28000000,49968653,6.9,85423,1.78459475
"A Night at the Roxbury",1998,17000000,30324946,6.2,48458,1.78382035294118
"I Love You, Man",2009,40000000,71347010,7.1,166194,1.78367525
"Raising Cain",1992,12000000,21370057,6,9903,1.78083808333333
"You've Got Mail",1998,65000000,115731542,6.5,151812,1.78048526153846
"The American",2010,20000000,35596227,6.3,79461,1.77981135
"Unbroken",2014,65000000,115603980,7.2,103589,1.77852276923077
"Unbroken",2014,65000000,115603980,7.2,103589,1.77852276923077
"Nothing to Lose",1997,25000000,44455658,6.7,36253,1.77822632
"Me, Myself & Irene",2000,51000000,90567722,6.5,185878,1.77583768627451
"War of the Worlds",2005,132000000,234277056,6.5,334345,1.77482618181818
"Alvin and the Chipmunks: Chipwrecked",2011,75000000,133103929,4.4,22838,1.77471905333333
"Divergent",2014,85000000,150832203,6.7,341058,1.77449650588235
"Failure to Launch",2006,50000000,88658172,5.6,58412,1.77316344
"Selena",1997,20000000,35422828,6.7,19126,1.7711414
"Shallow Hal",2001,40000000,70836296,5.9,109445,1.7709074
"The Italian Job",2003,60000000,106126012,7,285623,1.76876686666667
"Road House",1989,17000000,30050028,6.5,42987,1.76764870588235
"Letters to Juliet",2010,30000000,53021560,6.5,74630,1.76738533333333
"Kit Kittredge: An American Girl",2008,10000000,17655201,6.7,4719,1.7655201
"Blow",2001,30000000,52937130,7.6,198066,1.764571
"Book of Shadows: Blair Witch 2",2000,15000000,26421314,4,28964,1.76142093333333
"Stir of Echoes",1999,12000000,21133087,7,62468,1.76109058333333
"The Hunger Games: Mockingjay - Part 2",2015,160000000,281666058,6.6,166137,1.7604128625
"JFK",1991,40000000,70405498,8,113472,1.76013745
"Boogie Nights",1997,15000000,26384919,7.9,189032,1.7589946
"Being John Malkovich",1999,13000000,22858926,7.8,254404,1.75837892307692
"Saved!",2004,5000000,8786715,6.9,40274,1.757343
"Hostel: Part II",2007,10000000,17544812,5.4,69989,1.7544812
"Interview with the Vampire: The Vampire Chronicles",1994,60000000,105264608,7.6,239752,1.75441013333333
"Big Momma's House 2",2006,40000000,70163652,4.6,31968,1.7540913
"Boomerang",1992,40000000,70100000,5.4,20183,1.7525
"O Brother, Where Art Thou?",2000,26000000,45506619,7.8,225102,1.75025457692308
"In Good Company",2004,26000000,45489752,6.5,48973,1.74960584615385
"Southpaw",2015,30000000,52418902,7.5,147128,1.74729673333333
"The Benchwarmers",2006,33000000,57651794,5.6,40651,1.74702406060606
"The Fisher King",1991,24000000,41895491,7.6,63274,1.74564545833333
"Hotel Transylvania",2012,85000000,148313048,7.1,164148,1.74485938823529
"The Broken Hearts Club: A Romantic Comedy",2000,1000000,1744858,7,6084,1.744858
"Ramona and Beezus",2010,15000000,26161406,6.7,13874,1.74409373333333
"The Sum of All Fears",2002,68000000,118471320,6.4,86504,1.74222529411765
"Freedom Writers",2007,21000000,36581633,7.5,52533,1.74198252380952
"The Da Vinci Code",2006,125000000,217536138,6.6,314253,1.740289104
"Daddy Day Care",2003,60000000,104148781,5.5,49486,1.73581301666667
"This Is Where I Leave You",2014,19800000,34290142,6.6,54242,1.73182535353535
"National Treasure",2004,100000000,173005002,6.9,255447,1.73005002
"The Wedding Planner",2001,35000000,60400856,5.2,61317,1.72573874285714
"Stigmata",1999,29000000,50041732,6.2,54390,1.72557696551724
"Crimson Tide",1995,53000000,91400000,7.3,81026,1.72452830188679
"Mission: Impossible II",2000,125000000,215397307,6.1,242188,1.723178456
"Star Trek",2009,150000000,257704099,8,504419,1.71802732666667
"Identity",2003,30000000,51475962,7.3,177828,1.7158654
"Species",1995,35000000,60054449,5.8,61018,1.7158414
"Hop",2011,63000000,108012170,5.5,24089,1.71447888888889
"Like Mike",2002,30000000,51432423,5.1,15074,1.7144141
"Arachnophobia",1990,31000000,53133888,6.3,50389,1.71399638709677
"Indiana Jones and the Kingdom of the Crystal Skull",2008,185000000,317011114,6.2,333847,1.71357358918919
"Hook",1991,70000000,119654900,6.7,182802,1.70935571428571
"Robots",2005,75000000,128200012,6.3,103022,1.70933349333333
"Source Code",2011,32000000,54696902,7.5,379462,1.7092781875
"I Am Legend",2007,150000000,256386216,7.2,530870,1.70924144
"The Texas Chainsaw Massacre 2",1986,4700000,8025872,5.5,19234,1.70763234042553
"Eternal Sunshine of the Spotless Mind",2004,20000000,34126138,8.3,666937,1.7063069
"The Living Daylights",1987,30000000,51185897,6.7,69457,1.70619656666667
"Pitch Black",2000,23000000,39235088,7.1,193962,1.70587339130435
"Maid in Manhattan",2002,55000000,93815117,5.1,68417,1.7057294
"Secretariat",2010,35000000,59699513,7.2,20827,1.70570037142857
"Ransom",1996,80000000,136448821,6.6,98989,1.7056102625
"Naked Gun 33 1/3: The Final Insult",1994,30000000,51109400,6.4,76850,1.70364666666667
"Hide and Seek",2005,30000000,51097664,5.9,70205,1.70325546666667
"The Age of Adaline",2015,25000000,42478175,7.2,93767,1.699127
"Ice Age: Continental Drift",2012,95000000,161317423,6.6,145321,1.69807813684211
"Atonement",2007,30000000,50921738,7.8,192930,1.69739126666667
"Ex Machina",2015,15000000,25440971,7.7,289508,1.69606473333333
"Songcatcher",2000,1800000,3050934,7.3,2794,1.69496333333333
"Training Day",2001,45000000,76261036,7.7,305929,1.69468968888889
"Antwone Fisher",2002,12500000,21078145,7.3,26493,1.6862516
"Crazy, Stupid, Love.",2011,50000000,84244877,7.4,375456,1.68489754
"She's the Man",2006,20000000,33687630,6.4,116762,1.6843815
"The Hobbit: An Unexpected Journey",2012,180000000,303001229,7.9,637246,1.68334016111111
"The Omega Code",1999,7500000,12610552,3.5,4682,1.68140693333333
"Oliver!",1968,10000000,16800000,7.5,25303,1.68
"Saints and Soldiers",2003,780000,1310270,6.8,17725,1.67983333333333
"Spaceballs",1987,22700000,38119483,7.1,136667,1.67927237885463
"Die Hard 2",1990,70000000,117541000,7.1,269858,1.67915714285714
"Fast Five",2011,125000000,209805005,7.3,284792,1.67844004
"Who Killed the Electric Car?",2006,1000000,1677838,7.7,11283,1.677838
"A View to a Kill",1985,30000000,50300000,6.3,68565,1.67666666666667
"The Bounty Hunter",2010,40000000,67061228,5.5,96565,1.6765307
"Up",2009,175000000,292979556,8.3,665575,1.67416889142857
"2 Fast 2 Furious",2003,76000000,127083765,5.9,191912,1.67215480263158
"Awake",2007,8600000,14373825,6.5,63216,1.671375
"Doubt",2008,20000000,33422556,7.5,99236,1.6711278
"Quartet",2012,11000000,18381787,6.8,15684,1.67107154545455
"Alice in Wonderland",2010,200000000,334185206,6.5,306320,1.67092603
"Alice in Wonderland",2010,200000000,334185206,6.5,306336,1.67092603
"Grown Ups 2",2013,80000000,133668525,5.4,107817,1.6708565625
"Harsh Times",2005,2000000,3335839,7,54657,1.6679195
"Double Jeopardy",1999,70000000,116735231,6.4,56646,1.66764615714286
"I Still Know What You Did Last Summer",1998,24000000,39989008,4.6,55398,1.66620866666667
"The November Man",2014,15000000,24984868,6.3,50056,1.66565786666667
"The Hours",2002,25000000,41597830,7.6,102123,1.6639132
"The Final Destination",2009,40000000,66466372,5.2,75345,1.6616593
"The Craft",1996,15000000,24881000,6.2,57140,1.65873333333333
"Kung Fu Panda",2008,130000000,215395021,7.6,307029,1.65688477692308
"Four Brothers",2005,45000000,74484168,6.9,109894,1.65520373333333
"Hitman",2007,24000000,39687528,6.3,140780,1.653647
"A Passage to India",1984,16000000,26400000,7.4,12980,1.65
"Friday After Next",2002,20000000,32983713,5.8,19284,1.64918565
"Timecop",1994,27000000,44450000,5.8,44394,1.6462962962963
"Trekkies",1997,375000,617172,7,4407,1.645792
"Evil Dead II",1987,3600000,5923044,7.8,113451,1.64529
"Money Talks",1997,25000000,41067398,6.1,22748,1.64269592
"My Sister's Keeper",2009,30000000,49185998,7.4,74476,1.63953326666667
"Beastly",2011,17000000,27854896,5.6,64190,1.63852329411765
"Derailed",2005,22000000,36020063,6.6,62584,1.63727559090909
"3 Strikes",2000,6000000,9821335,4,1415,1.63688916666667
"The Rules of Attraction",2002,4000000,6525762,6.7,44339,1.6314405
"L.I.E.",2001,700000,1141829,7.2,8509,1.63118428571429
"Flightplan",2005,55000000,89706988,6.2,126746,1.63103614545455
"Burn After Reading",2008,37000000,60338891,7,248468,1.63078083783784
"Payback",1999,50000000,81517441,7.1,111368,1.63034882
"The Women",2008,16500000,26896744,4.9,16582,1.6301056969697
"Get Smart",2008,80000000,130313314,6.5,168172,1.628916425
"Captain America: Civil War",2016,250000000,407197282,8.2,272670,1.628789128
"Django Unchained",2012,100000000,162804648,8.5,955174,1.62804648
"The Time Traveler's Wife",2009,39000000,63411478,7.1,114925,1.62593533333333
"The Man in the Iron Mask",1998,35000000,56876365,6.4,125219,1.625039
"Tales from the Crypt: Demon Knight",1995,13000000,21088568,6.7,16646,1.62219753846154
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",2005,180000000,291709845,6.9,286506,1.62061025
"Congo",1995,50000000,81022333,5,34471,1.62044666
"The Man with the Golden Gun",1974,13000000,21000000,6.8,73950,1.61538461538462
"Mo' Better Blues",1990,10000000,16153600,6.5,8295,1.61536
"Zoolander",2001,28000000,45162741,6.6,201084,1.61295503571429
"50 First Dates",2004,75000000,120776832,6.8,266103,1.61035776
"There Will Be Blood",2007,25000000,40218903,8.1,372990,1.60875612
"Inglourious Basterds",2009,75000000,120523073,8.3,885175,1.60697430666667
"The Dukes of Hazzard",2005,50000000,80270227,5.1,66382,1.60540454
"Kung Pow: Enter the Fist",2002,10000000,16033556,6.2,37901,1.6033556
"Copycat",1995,20000000,32051917,6.6,42315,1.60259585
