"title","release_year","budget","revenue","rating","num_voted_users","profit_ratio"
"Cop Out",2010,37000000,44867349,5.6,75347,1.21263105405405
"Sleepers",1996,44000000,53300852,7.5,154487,1.211383
"Cold Mountain",2003,79000000,95632614,7.2,118483,1.21053941772152
"War Horse",2011,66000000,79883359,7.2,116159,1.21035392424242
"Crocodile Dundee in Los Angeles",2001,21150000,25590119,4.8,19699,1.20993470449173
"Shanghai Knights",2003,50000000,60470220,6.2,81444,1.2094044
"Crazy/Beautiful",2001,14000000,16929123,6.5,21406,1.20922307142857
"Star Trek: Insurrection",1998,58000000,70117571,6.4,56741,1.20892363793103
"Honey",2003,25000000,30222640,5.3,36666,1.2089056
"Mean Creek",2004,500000,603943,7.3,26407,1.207886
"Harry Potter and the Half-Blood Prince",2009,250000000,301956980,7.5,321795,1.20782792
"Thor",2011,150000000,181015141,7,536314,1.20676760666667
"Bowfinger",1999,55000000,66365290,6.4,56874,1.20664163636364
"I, Robot",2004,120000000,144795350,7.1,387632,1.20662791666667
"Tinker Tailor Soldier Spy",2011,20000000,24104113,7.1,149066,1.20520565
"Welcome Home, Roscoe Jenkins",2008,35000000,42168445,5.3,10791,1.20481271428571
"The Transporter",2002,21000000,25296447,6.8,237248,1.20459271428571
"Maurice",1987,2600000,3130592,7.8,10755,1.20407384615385
"Star Trek Into Darkness",2013,190000000,228756232,7.8,395573,1.20398016842105
"Finding Forrester",2000,43000000,51768623,7.3,73006,1.20392146511628
"Girl, Interrupted",1999,24000000,28871190,7.3,125421,1.20296625
"Inside Llewyn Davis",2013,11000000,13214255,7.4,96233,1.20129590909091
"Cliffhanger",1993,70000000,84049211,6.4,96096,1.20070301428571
"Elizabeth",1998,25000000,30012990,7.5,75973,1.2005196
"Tropic Thunder",2008,92000000,110416702,7,307539,1.20018154347826
"Madagascar: Escape 2 Africa",2008,150000000,179982968,6.7,146019,1.19988645333333
"X-Men Origins: Wolverine",2009,150000000,179883016,6.7,361924,1.19922010666667
"Donnie Brasco",1997,35000000,41954997,7.8,225122,1.1987142
"Resident Evil",2002,33000000,39532308,6.7,198701,1.19794872727273
"The Green Inferno",2013,6000000,7186670,5.4,21468,1.19777833333333
"Mortal Kombat: Annihilation",1997,30000000,35927406,3.7,36363,1.1975802
"This Is It",2009,60000000,71844424,7.3,33158,1.19740706666667
"Tin Cup",1996,45000000,53854588,6.3,37911,1.19676862222222
"The Last Temptation of Christ",1988,7000000,8373585,7.6,39680,1.19622642857143
"Tea with Mussolini",1999,12000000,14348123,6.9,9323,1.19567691666667
"Ted 2",2015,68000000,81257500,6.4,117739,1.19496323529412
"Secret Window",2004,40000000,47781388,6.6,147504,1.1945347
"Battle Los Angeles",2011,70000000,83552429,5.8,154955,1.19360612857143
"The Other Guys",2010,100000000,119219978,6.7,189806,1.19219978
"Red Dragon",2002,78000000,92930005,7.2,204063,1.19141032051282
"Frailty",2001,11000000,13103828,7.3,59982,1.19125709090909
"Remember Me",2010,16000000,19057024,7.2,113963,1.191064
"Someone Like You...",2001,23000000,27338033,6.1,19709,1.18861013043478
"8 Heads in a Duffel Bag",1997,3000000,3559990,5.3,8005,1.18666333333333
"Larry Crowne",2011,30000000,35565975,6.1,49205,1.1855325
"The Book of Eli",2010,80000000,94822707,6.9,227072,1.1852838375
"Big Mommas: Like Father, Like Son",2011,32000000,37911876,4.4,19671,1.184746125
"Insurgent",2015,110000000,129995817,6.3,154621,1.18178015454545
"Half Past Dead",2002,13000000,15361537,4.6,12263,1.18165669230769
"Night at the Museum: Battle of the Smithsonian",2009,150000000,177243721,5.9,130272,1.18162480666667
"Black Hawk Down",2001,92000000,108638745,7.7,292022,1.18085592391304
"Black Mass",2015,53000000,62563543,7,115216,1.18044420754717
"Compliance",2012,270000,318622,6.4,24668,1.18008148148148
"Rat Race",2001,48000000,56607223,6.4,93367,1.17931714583333
"Delivery Man",2013,26000000,30659817,6.4,59805,1.17922373076923
"Dracula 2000",2000,28000000,33000377,4.9,27378,1.17858489285714
"Lake Placid",1999,27000000,31768374,5.6,42761,1.17660644444444
"Jersey Boys",2014,40000000,47034272,6.9,25465,1.1758568
"Carrie",2013,30000000,35266619,5.9,108242,1.17555396666667
"Carrie",2013,30000000,35266619,5.9,108248,1.17555396666667
"Shadowlands",1993,22000000,25842000,7.4,13455,1.17463636363636
"Far from Heaven",2002,13500000,15854988,7.4,36542,1.17444355555556
"Adaptation.",2002,19000000,22245861,7.7,143251,1.17083478947368
"End of the Spear",2005,10000000,11703287,7,4360,1.1703287
"Spice World",1997,25000000,29247405,3.3,28377,1.1698962
"Endless Love",2014,20000000,23393765,6.3,31323,1.16968825
"X-Men: Days of Future Past",2014,200000000,233914986,8,514125,1.16957493
"Transformers: Age of Extinction",2014,210000000,245428137,5.7,242420,1.16870541428571
"The Wolf of Wall Street",2013,100000000,116866727,8.2,780588,1.16866727
"Kicking & Screaming",2005,45000000,52580895,5.6,30255,1.16846433333333
"Notes on a Scandal",2006,15000000,17508670,7.4,64625,1.16724466666667
"Dolphin Tale 2",2014,36000000,42019483,6.4,6069,1.16720786111111
"Curious George",2006,50000000,58336565,6.6,12845,1.1667313
"Anastasia",1997,50000000,58297830,7.1,86347,1.1659566
"The Covenant",2006,20000000,23292105,5.3,39541,1.16460525
"An American Haunting",2005,14000000,16298046,5,22207,1.16414614285714
"The Big Lebowski",1998,15000000,17439163,8.2,537419,1.16261086666667
"Max Payne",2008,35000000,40687294,5.4,107772,1.16249411428571
"Flubber",1997,80000000,92969824,5.2,63625,1.1621228
"The Kid",2000,60000000,69688384,6.1,34473,1.16147306666667
"Disturbing Behavior",1998,15000000,17411331,5.5,17328,1.1607554
"Monte Carlo",2011,20000000,23179303,5.8,32951,1.15896515
"Dazed and Confused",1993,6900000,7993039,7.7,120036,1.15841144927536
"Shall We Dance",2004,50000000,57887882,6.1,35508,1.15775764
"Blended",2014,40000000,46280507,6.5,87165,1.157012675
"Take the Lead",2006,30000000,34703228,6.7,21767,1.15677426666667
"Cradle 2 the Grave",2003,30000000,34604054,5.8,34942,1.15346846666667
"Draft Day",2014,25000000,28831145,6.8,39357,1.1532458
"Tango & Cash",1989,55000000,63408614,6.3,75365,1.15288389090909
"Heartbreakers",2001,35000000,40334024,6.2,44168,1.15240068571429
"Made of Honor",2008,40000000,46012734,5.8,54421,1.15031835
"A Most Wanted Man",2014,15000000,17237244,6.8,57210,1.1491496
"The Hobbit: The Desolation of Smaug",2013,225000000,258355354,7.9,483540,1.14824601777778
"Puss in Boots",2011,130000000,149234747,6.7,114287,1.14795959230769
"Wreck-It Ralph",2012,165000000,189412677,7.8,272534,1.14795561818182
"Alive",1993,32000000,36733909,7.1,38949,1.14793465625
"Jason X",2001,11000000,12610731,4.4,38985,1.14643009090909
"The Rainmaker",1997,40000000,45856732,7.1,46221,1.1464183
"Happy, Texas",1999,1700000,1943649,6.3,8697,1.14332294117647
"200 Cigarettes",1999,6000000,6851636,5.9,13010,1.14193933333333
"Ocean's Twelve",2004,110000000,125531634,6.4,284852,1.14119667272727
"Megamind",2010,130000000,148337537,7.3,172754,1.14105797692308
"Lara Croft: Tomb Raider",2001,115000000,131144183,5.7,157016,1.1403842
"The Haunting",1999,80000000,91188905,4.9,58184,1.1398613125
"Tomorrow Never Dies",1997,110000000,125332007,6.5,149680,1.13938188181818
"Interstellar",2014,165000000,187991439,8.6,928227,1.13934205454545
"The Amazing Spider-Man",2012,230000000,262030663,7,451803,1.13926375217391
"The Girl with the Dragon Tattoo",2011,90000000,102515793,7.8,330152,1.13906436666667
"Medicine Man",1992,40000000,45500797,6,17443,1.137519925
"American Reunion",2012,50000000,56724080,6.7,172112,1.1344816
"The Ladykillers",2004,35000000,39692139,6.2,84131,1.13406111428571
"The Shawshank Redemption",1994,25000000,28341469,9.3,1689764,1.13365876
"Monsters vs. Aliens",2009,175000000,198332128,6.5,114553,1.13332644571429
"Arlington Road",1999,21500000,24362501,7.2,69980,1.13313958139535
"Becoming Jane",2007,16500000,18663911,7.1,46204,1.13114612121212
"The Book Thief",2013,19000000,21483154,7.6,98741,1.13069231578947
"Space Jam",1996,80000000,90443603,6.3,112167,1.1305450375
"Gone in Sixty Seconds",2000,90000000,101643008,6.5,218341,1.12936675555556
"Room",2015,13000000,14677654,8.3,161288,1.12905030769231
"Henry V",1989,9000000,10161099,7.7,23441,1.129011
"Rob Roy",1995,28000000,31600000,6.9,34427,1.12857142857143
"Die Another Day",2002,142000000,160201106,6.1,169914,1.1281768028169
"Resident Evil: Apocalypse",2004,45000000,50740078,6.2,151580,1.12755728888889
"Resident Evil: Extinction",2007,45000000,50648679,6.3,149549,1.1255262
"The Emperor's Club",2002,12500000,14060950,6.9,14354,1.124876
"Contact",1997,90000000,100853835,7.4,200556,1.12059816666667
"X-Men: The Last Stand",2006,210000000,234360014,6.8,383427,1.11600006666667
"Something Borrowed",2011,35000000,39026186,5.9,48019,1.11503388571429
"World Trade Center",2006,63000000,70236496,6,67395,1.11486501587302
"The Monuments Men",2014,70000000,78031620,6.1,102248,1.11473742857143
"Hansel & Gretel: Witch Hunters",2013,50000000,55682070,6.1,159868,1.1136414
"Casino Royale",2006,150000000,167007184,8,470483,1.11338122666667
"Casino Royale",2006,150000000,167007184,8,470501,1.11338122666667
"Immortals",2011,75000000,83503161,6.1,138190,1.11337548
"Man on Fire",2004,70000000,77862546,7.7,266310,1.11232208571429
"Kangaroo Jack",2003,60000000,66734992,4.4,23476,1.11224986666667
"City Island",2009,6000000,6670712,7.4,27301,1.11178533333333
"The Skeleton Key",2005,43000000,47806295,6.5,87447,1.11177430232558
"You Don't Mess with the Zohan",2008,90000000,100018837,5.5,156348,1.11132041111111
"Die Hard with a Vengeance",1995,90000000,100012500,7.6,299258,1.11125
"Her",2013,23000000,25556065,8,355126,1.11113326086957
"My Boss's Daughter",2003,14000000,15549702,4.6,24038,1.110693
"Alien 3",1992,50000000,55473600,6.4,207686,1.109472
"Valkyrie",2008,75000000,83077470,7.1,183247,1.1076996
"A Perfect Getaway",2009,14000000,15483540,6.5,56338,1.10596714285714
"Riddick",2013,38000000,41997790,6.4,125305,1.105205
"The Wolverine",2013,120000000,132550960,6.7,328067,1.10459133333333
"In the Land of Women",2007,10000000,11043445,6.5,27689,1.1043445
"Fun with Dick and Jane",2005,100000000,110332737,6.1,110788,1.10332737
"Kung Fu Panda 2",2011,150000000,165230261,7.3,182718,1.10153507333333
"The Longest Ride",2015,34000000,37432299,7.1,50041,1.10094997058824
"The Mothman Prophecies",2002,32000000,35228696,6.5,63677,1.10089675
"Don't Say a Word",2001,50000000,54997476,6.3,40362,1.09994952
"Pootie Tang",2001,3000000,3293258,5.2,11399,1.09775266666667
"Eye of the Beholder",1999,15000000,16459004,4.9,13320,1.09726693333333
"Airborne",1993,2600000,2850263,6.2,5061,1.096255
"Brothers",2009,26000000,28501651,7.1,88035,1.09621734615385
"Brothers",2009,26000000,28501651,7.1,88037,1.09621734615385
"Slums of Beverly Hills",1998,5000000,5480318,6.6,9427,1.0960636
"3 Days to Kill",2014,28000000,30688364,6.2,69355,1.096013
"Beerfest",2006,17500000,19179969,6.3,54710,1.09599822857143
"The Number 23",2007,32000000,35063732,6.4,164608,1.095741625
"Moulin Rouge!",2001,52500000,57386369,7.6,224013,1.0930736952381
"Oz the Great and Powerful",2013,215000000,234903076,6.4,175409,1.09257244651163
"Oz the Great and Powerful",2013,215000000,234903076,6.4,175413,1.09257244651163
"Team America: World Police",2004,30000000,32774834,7.2,136048,1.09249446666667
"Licence to Kill",1989,32000000,34667015,6.6,74009,1.08334421875
"Office Space",1999,10000000,10824921,7.8,200293,1.0824921
"The General's Daughter",1999,95000000,102678089,6.3,42705,1.08082198947368
"Dinosaur",2000,127500000,137748063,6.5,38438,1.08037696470588
"Love & Other Drugs",2010,30000000,32357532,6.7,143368,1.0785844
"Here Comes the Boom",2012,42000000,45290318,6.5,74169,1.0783409047619
"Miss Congeniality 2: Armed and Fabulous",2005,45000000,48472213,5,51252,1.07716028888889
"Call + Response",2008,200000,215185,7.5,48,1.075925
"Dead Man on Campus",1998,14000000,15062898,6,11729,1.07592128571429
"Salt",2010,110000000,118311368,6.4,245621,1.07555789090909
"Four Rooms",1995,4000000,4301331,6.7,78241,1.07533275
"Living Out Loud",1998,12000000,12902790,6.6,4052,1.0752325
"Epic",2013,100000000,107515297,6.7,85833,1.07515297
"Focus",2015,50100000,53846915,6.6,149337,1.07478872255489
"Head of State",2003,35200000,37788228,5.4,15046,1.07352920454545
"Side Effects",2013,30000000,32154410,7.1,148327,1.07181366666667
"Side Effects",2013,30000000,32154410,7.1,148334,1.07181366666667
"The Back-up Plan",2010,35000000,37481242,5.3,40654,1.07089262857143
"Quigley Down Under",1990,20000000,21413105,6.8,15230,1.07065525
"The Devil's Advocate",1997,57000000,60984028,7.5,259519,1.06989522807018
"House of Wax",2005,30000000,32048809,5.3,94456,1.06829363333333
"House of Wax",2005,30000000,32048809,5.3,94463,1.06829363333333
"The Reader",2008,32000000,34180954,7.6,189812,1.0681548125
"The Age of Innocence",1993,30000000,32000000,7.2,36267,1.06666666666667
"J. Edgar",2011,35000000,37304950,6.6,102728,1.06585571428571
"A Million Ways to Die in the West",2014,40000000,42615685,6.1,136093,1.065392125
"Cyrus",2010,7000000,7455447,6.3,29967,1.06506385714286
"World War Z",2013,190000000,202351611,7,465019,1.06500847894737
"I Want Your Money",2010,400000,425899,5.1,1123,1.0647475
"Bad Boys II",2003,130000000,138396624,6.6,178126,1.06458941538462
"Final Destination 5",2011,40000000,42575718,5.9,83788,1.06439295
"Step Up Revolution",2012,33000000,35057332,6.5,45394,1.06234339393939
"Death Becomes Her",1992,55000000,58422650,6.4,78974,1.06223
"Six Days Seven Nights",1998,70000000,74329966,5.7,60910,1.06185665714286
"Made",2001,5000000,5308707,6.4,15053,1.0617414
"Hard Candy",2005,950000,1007962,7.1,131969,1.06101263157895
"To Die For",1995,20000000,21200000,6.8,34774,1.06
"9",2009,30000000,31743332,7.1,111117,1.05811106666667
"13 Hours",2016,50000000,52822418,7.4,47764,1.05644836
"Stranger Than Fiction",2006,38000000,40137776,7.6,186977,1.05625726315789
"Drop Dead Gorgeous",1999,10000000,10561238,6.5,27265,1.0561238
"August Rush",2007,30000000,31655091,7.5,87331,1.0551697
"Unfaithful",2002,50000000,52752475,6.7,63067,1.0550495
"King Kong",2005,207000000,218051260,7.2,316018,1.0533877294686
"King Kong",2005,207000000,218051260,7.2,316020,1.0533877294686
"King Kong",2005,207000000,218051260,7.2,316027,1.0533877294686
"Be Cool",2005,53000000,55808744,5.7,59435,1.05299516981132
"Ghost Rider",2007,110000000,115802596,5.2,182661,1.05275087272727
"Stuart Little",1999,133000000,140015224,5.9,94172,1.05274604511278
"Scooby-Doo 2: Monsters Unleashed",2004,80000000,84185387,4.9,33180,1.0523173375
"Savages",2012,45000000,47307550,6.5,104301,1.05127888888889
"Braveheart",1995,72000000,75600000,8.4,736638,1.05
"Blue Streak",1999,65000000,68208190,6.3,60572,1.04935676923077
"Nurse Betty",2000,24000000,25167270,6.3,30119,1.04863625
"The American President",1995,62000000,65000000,6.8,43027,1.04838709677419
"The Hurt Locker",2008,15000000,15700000,7.6,332065,1.04666666666667
"K-PAX",2001,48000000,50173190,7.4,148490,1.04527479166667
"The Score",2001,68000000,71069884,6.8,101899,1.04514535294118
"Aliens vs. Predator: Requiem",2007,40000000,41797066,4.7,92789,1.04492665
"Piranha 3D",2010,24000000,25003072,5.5,72552,1.04179466666667
"Outside Providence",1999,7000000,7292175,6.4,7736,1.04173928571429
"We Were Soldiers",2002,75000000,78120196,7.1,103241,1.04160261333333
"Life of Pi",2012,120000000,124976634,8,440084,1.04147195
"The Man with the Iron Fists",2012,15000000,15608545,5.4,53471,1.04056966666667
"The River Wild",1994,45000000,46815748,6.3,32544,1.04034995555556
"Tower Heist",2011,75000000,78009155,6.2,110073,1.04012206666667
"London Has Fallen",2016,60000000,62401264,5.9,69484,1.04002106666667
"Dick Tracy",1990,100000000,103738726,6.1,47819,1.03738726
"My Fellow Americans",1996,21500000,22294341,6.5,12278,1.03694609302326
"Shanghai Noon",2000,55000000,56932305,6.6,96690,1.03513281818182
"Compadres",2016,3000000,3105269,5,368,1.03508966666667
"Shadow of the Vampire",2000,8000000,8279017,6.9,34191,1.034877125
"Race to Witch Mountain",2009,65000000,67128202,5.7,43328,1.03274156923077
"Pirates of the Caribbean: At World's End",2007,300000000,309404152,7.1,471220,1.03134717333333
"Enough",2002,38000000,39177215,5.6,30667,1.03097934210526
"Snakes on a Plane",2006,33000000,34014398,5.6,115649,1.03073933333333
"Snakes on a Plane",2006,33000000,34014398,5.6,115650,1.03073933333333
"The Patriot",2000,110000000,113330342,7.1,207613,1.03027583636364
"The Best of Me",2014,26000000,26761283,6.7,43084,1.02928011538462
"What to Expect When You're Expecting",2012,40000000,41102171,5.7,57266,1.027554275
"Kick-Ass 2",2013,28000000,28751715,6.6,202967,1.02684696428571
"Dance Flick",2009,25000000,25615792,3.5,10161,1.02463168
"Mad Max: Fury Road",2015,150000000,153629485,8.1,552503,1.02419656666667
"The Duchess",2008,13500000,13823741,6.9,61777,1.02398081481481
"Muppets Most Wanted",2014,50000000,51178893,6.4,24285,1.02357786
"Dreamer: Inspired by a True Story",2005,32000000,32701088,6.9,10018,1.021909
"White Oleander",2002,16000000,16346122,7.2,25549,1.021632625
"The Punisher",2004,33000000,33682273,6.5,124242,1.02067493939394
"The Hobbit: The Battle of the Five Armies",2014,250000000,255108370,7.5,354228,1.02043348
"The Hitchhiker's Guide to the Galaxy",2005,50000000,51019112,6.8,155745,1.02038224
"The Spanish Prisoner",1997,10000000,10200000,7.3,18697,1.02
"The Juror",1996,44000000,44834712,5.6,13995,1.01897072727273
"127 Hours",2010,18000000,18329466,7.6,279179,1.01830366666667
"Deliver Us from Evil",2014,30000000,30523568,6.2,54447,1.01745226666667
"Get on Up",2014,30000000,30513940,6.9,15843,1.01713133333333
"W.",2008,25100000,25517500,6.4,40941,1.01663346613546
"Syriana",2005,50000000,50815288,7,109188,1.01630576
"Syriana",2005,50000000,50815288,7,109191,1.01630576
"Fantastic 4: Rise of the Silver Surfer",2007,130000000,131920333,5.6,213275,1.01477179230769
"Conspiracy Theory",1997,75000000,76081498,6.7,76099,1.01441997333333
"The Amazing Spider-Man 2",2014,200000000,202853933,6.7,321227,1.014269665
"Free Birds",2013,55000000,55747724,5.9,18042,1.01359498181818
"Pulse",2006,20000000,20259297,4.7,24969,1.01296485
"Jennifer's Body",2009,16000000,16204793,5.1,92712,1.0127995625
"Eraser",1996,100000000,101228120,6.1,84424,1.0122812
"Vampires",1998,20000000,20241395,6.1,42664,1.01206975
"TRON: Legacy",2010,170000000,172051787,6.8,264183,1.01206933529412
"TRON: Legacy",2010,170000000,172051787,6.8,264186,1.01206933529412
"Deuce Bigalow: European Gigolo",2005,22000000,22264487,4.6,41239,1.01202213636364
"Secretary",2002,4000000,4046737,7.1,67949,1.01168425
"Jingle All the Way",1996,60000000,60573641,5.4,68406,1.00956068333333
"Firestarter",1984,15000000,15100000,6,22797,1.00666666666667
"Bridget Jones: The Edge of Reason",2004,40000000,40203020,5.9,74315,1.0050755
"Zookeeper",2011,80000000,80360866,5.2,44662,1.004510825
"Fool's Gold",2008,70000000,70224196,5.6,59352,1.0032028
"The Book of Life",2014,50000000,50150619,7.3,45580,1.00301238
"Resident Evil: Afterlife",2010,60000000,60128566,5.9,131447,1.00214276666667
"Moon",2009,5000000,5009677,7.9,260607,1.0019354
"The Hunchback of Notre Dame",1996,100000000,100117603,6.9,102933,1.00117603
"Rush Hour 3",2007,140000000,140080850,6.2,121084,1.0005775
"Absolute Power",1997,50000000,50007168,6.7,39529,1.00014336
"Happiness",1998,3000000,3000000,7.8,55329,1
"Seven Psychopaths",2012,15000000,14989761,7.2,185845,0.9993174
"Assault on Precinct 13",2005,20000000,19976073,6.3,65979,0.99880365
"The Invention of Lying",2009,18500000,18439082,6.4,94292,0.996707135135135
"Killing Them Softly",2012,15000000,14938570,6.2,111625,0.995904666666667
"One Missed Call",2008,27000000,26876529,3.9,26624,0.995427
"Vampire in Brooklyn",1995,20000000,19900000,4.5,17262,0.995
"The Princess and the Frog",2009,105000000,104374107,7.1,89351,0.994039114285714
"That Thing You Do!",1996,26000000,25809813,6.9,50311,0.992685115384615
"Shortbus",2006,2000000,1984378,6.5,27346,0.992189
"The Day the Earth Stood Still",2008,80000000,79363785,5.5,139423,0.9920473125
"The Day the Earth Stood Still",2008,80000000,79363785,5.5,139426,0.9920473125
"Open Season",2006,85000000,84303558,6.2,65270,0.991806564705882
"Kung Fu Panda 3",2016,145000000,143523463,7.2,64322,0.989816986206897
"High Crimes",2002,42000000,41543207,6.3,30077,0.989123976190476
"Concussion",2015,35000000,34531832,7.1,44788,0.986623771428571
"Hot Pursuit",2015,35000000,34507079,5.1,34948,0.985916542857143
"A History of Violence",2005,32000000,31493782,7.5,186606,0.9841806875
"Reign Over Me",2007,20000000,19661987,7.5,83786,0.98309935
"Slam",1998,1000000,982214,7.2,1976,0.982214
"The Mirror Has Two Faces",1996,42000000,41252428,6.5,11453,0.982200666666667
"Monster House",2006,75000000,73661010,6.6,71137,0.9821468
"To Rome with Love",2012,17000000,16684352,6.3,67893,0.981432470588235
"Kate & Leopold",2001,48000000,47095453,6.4,64595,0.981155270833333
"Very Bad Things",1998,10000000,9801782,6.3,39331,0.9801782
"Mona Lisa Smile",2003,65000000,63695760,6.4,61490,0.979934769230769
"Choke",2008,3000000,2926565,6.5,28573,0.975521666666667
"Firewall",2006,50000000,48745150,5.8,50170,0.974903
"The Horse Boy",2009,160000,155984,7.4,586,0.9749
"Crooklyn",1994,14000000,13640000,6.9,6011,0.974285714285714
"3:10 to Yuma",2007,55000000,53574088,7.8,237872,0.974074327272727
"New Year's Eve",2011,56000000,54540525,5.7,66579,0.973937946428571
"Prometheus",2012,130000000,126464904,7,456260,0.972806953846154
"Practical Magic",1998,48000000,46611204,6.1,55749,0.97106675
"Public Enemies",2009,100000000,97030725,7,230931,0.97030725
"The Thirteenth Floor",1999,16000000,15500000,7,51996,0.96875
"Faster",2010,24000000,23225911,6.5,80574,0.967746291666667
"300: Rise of an Empire",2014,110000000,106369117,6.2,225273,0.966991972727273
"The Game",1997,50000000,48265581,7.8,261069,0.96531162
"Latter Days",2003,850000,819939,7.2,14580,0.964634117647059
"Hulk",2003,137000000,132122995,5.7,212106,0.964401423357664
"Blade Runner",1982,28000000,27000000,8.2,461609,0.964285714285714
"Pirates of the Caribbean: On Stranger Tides",2011,250000000,241063875,6.7,370704,0.9642555
"Drowning Mona",2000,16000000,15427192,5.6,11768,0.9641995
"Sex Tape",2014,40000000,38543473,5.1,84382,0.963586825
"G.I. Jane",1997,50000000,48154732,5.8,60326,0.96309464
"Don't Be Afraid of the Dark",2010,25000000,24042490,5.6,40776,0.9616996
"Message in a Bottle",1999,55000000,52799004,6.1,28942,0.959981890909091
"A Simple Plan",1998,17000000,16311763,7.5,50656,0.959515470588235
"Superman Returns",2006,209000000,200069408,6.1,240396,0.957269894736842
"Cars 2",2011,200000000,191450875,6.3,101178,0.957254375
"Joy Ride",2001,23000000,21973182,6.6,53415,0.955355739130435
"Street Fighter",1994,35000000,33423521,3.8,53115,0.954957742857143
"The Five-Year Engagement",2012,30000000,28644770,6.2,78974,0.954825666666667
"Scream 4",2011,40000000,38176892,6.2,104119,0.9544223
"Alvin and the Chipmunks: The Road Chip",2015,90000000,85884815,5,9418,0.954275722222222
"Center Stage",2000,18000000,17174870,6.7,15817,0.954159444444444
"Death at a Funeral",2007,9000000,8579684,7.4,89547,0.953298222222222
"Death at a Funeral",2007,9000000,8579684,7.4,89547,0.953298222222222
"Sex and the City 2",2010,100000000,95328937,4.3,59581,0.95328937
"See Spot Run",2001,35000000,33357476,5.4,7392,0.953070742857143
"Ninja Assassin",2009,40000000,38105077,6.4,58349,0.952626925
"Ri¢hie Ri¢h",1994,40000000,38087756,5.2,49612,0.9521939
"Into the Storm",2014,50000000,47553512,5.8,54101,0.95107024
"The Proposition",2005,2000000,1900725,7.4,43205,0.9503625
"Freddy Got Fingered",2001,15000000,14249005,4.5,39788,0.949933666666667
"Small Time Crooks",2000,18000000,17071230,6.7,31169,0.948401666666667
"Big Fish",2003,70000000,66257002,8,350698,0.9465286
"A Civil Action",1998,60000000,56702901,6.5,23302,0.94504835
"True Romance",1993,13000000,12281500,8,163492,0.944730769230769
"Georgia Rule",2007,20000000,18882880,5.9,20539,0.944144
"Autumn in New York",2000,40000000,37752931,5.5,20201,0.943823275
"Jumper",2008,85000000,80170146,6.1,243053,0.943178188235294
"Bride & Prejudice",2004,7000000,6601079,6.2,17436,0.943011285714286
"G.I. Joe: Retaliation",2013,130000000,122512052,5.8,146352,0.9424004
"The Marine",2006,20000000,18843314,4.7,27486,0.9421657
"The Judge",2014,50000000,47105085,7.4,136973,0.9421017
"The Losers",2010,25000000,23527955,6.4,74691,0.9411182
"Joy",2015,60000000,56443482,6.6,75329,0.9407247
"The Box",2009,16000000,15045676,5.6,76303,0.94035475
"The World Is Not Enough",1999,135000000,126930660,6.4,157519,0.940227111111111
"90 Minutes in Heaven",2015,5000000,4700361,4.6,2047,0.9400722
"Silent Hill",2006,50000000,46982632,6.6,172792,0.93965264
"Mad Money",2008,22000000,20668843,5.8,16831,0.939492863636364
"In Time",2011,40000000,37553932,6.7,304318,0.9388483
"Jack and Jill",2011,79000000,74158157,3.4,60370,0.938710848101266
"Percy Jackson & the Olympians: The Lightning Thief",2010,95000000,88761720,5.9,141179,0.934333894736842
"Paul",2011,40000000,37371385,7,192462,0.934284625
"ParaNorman",2012,60000000,55994557,7,72287,0.933242616666667
"The Aviator",2004,110000000,102608827,7.5,264318,0.932807518181818
"The Pianist",2002,35000000,32519322,8.5,497946,0.929123485714286
"Wolf",1994,70000000,65012000,6.2,43559,0.928742857142857
"Kinsey",2004,11000000,10214647,7.1,42689,0.928604272727273
"The Matrix Revolutions",2003,150000000,139259759,6.7,364948,0.928398393333333
"Catch That Kid",2004,18000000,16702864,5.2,8023,0.927936888888889
"A Walk Among the Tombstones",2014,28000000,25977365,6.5,87950,0.927763035714286
"The Guilt Trip",2012,40000000,37101011,5.8,30394,0.927525275
"Lethal Weapon 4",1998,140000000,129734803,6.6,127497,0.926677164285714
"The Doors",1991,38000000,35183792,7.2,68159,0.925889263157895
"Radio Days",1987,16000000,14792779,7.6,24256,0.9245486875
"The Expendables 2",2012,92000000,85017401,6.7,246803,0.924102184782609
"Kingpin",1996,27000000,24944213,6.9,63459,0.923859740740741
"Superman IV: The Quest for Peace",1987,17000000,15681020,3.6,33570,0.922412941176471
"The Cat in the Hat",2003,109000000,100446895,3.8,36033,0.921531146788991
"Suicide Squad",2016,175000000,161087183,6.9,118992,0.920498188571429
"A Hard Day's Night",1964,560000,515005,7.7,31429,0.919651785714286
"The Thing",1982,15000000,13782838,8.2,258078,0.918855866666667
"The 5th Wave",2016,38000000,34912982,5.2,55617,0.918762684210526
"I Am Number Four",2011,60000000,55092830,6.1,195043,0.918213833333333
"One Day",2011,15000000,13766014,7,106111,0.917734266666667
"The Dictator",2012,65000000,59617068,6.4,213863,0.917185661538461
"Colombiana",2011,40000000,36665854,6.4,76498,0.91664635
"Spirit: Stallion of the Cimarron",2002,80000000,73215310,7,44143,0.915191375
"The Jackal",1997,60000000,54910560,6.3,88225,0.915176
"X-Men: First Class",2011,160000000,146405371,7.8,518537,0.91503356875
"The Campaign",2012,95000000,86897182,6.2,106790,0.914707178947368
"Vertical Limit",2000,75000000,68473360,5.9,49536,0.912978133333333
"Rango",2011,135000000,123207194,7.2,183208,0.912645881481482
